pos,label
v3piia--- d-------- l-p---mn- n-p---mn- a-p---mn- l-s---na- d-------- a-s---na- c-------- n-p---ma- v--ana--- n-p---mg- a-p---mn- u-------- d-------- c-------- n-s---mg- u--------,h
l-s---mn- d-------- n-s---mn- v3siia--- l-s---fg- d-------- a-s---fg- n-s---fg- c-------- l-s---fg- a-s---fg- l-s---mn- n-p---fa- n-s---mn- u-------- p-s---mn- v2spie--- r-------- a-s---ng- n-s---ng- r-------- n-p---mg- u-------- d-------- c-------- n-p---ma- d-------- r-------- a-s---fd- v3spia--- v-sppamn- u-------- r-------- c-------- l-s---mg- a-s---mg- n-p---ma- u--------,h
v-sppemn- d-------- p-p---ma- c-------- v-sppamn- d-------- r-------- n-s---ma- n-s---ma- d-------- d-------- a-p---ma- n-p---ma- v3spia--- u-------- r-------- a-s---mg- c-------- n-p---ma- u--------,h
d-------- l-s---mn- n-p---fa- n-s---mn- v3spia--- d-------- a-p---na- l-s---fg- n-s---fg- l-p---na- d-------- r-------- n-s---fg- l-s---fg- d-------- n-s---fg- r-------- l-s---ma- n-s---ma- n-s---ma- u--------,h
v3spia--- d-------- n-s---mn- p-s---mn- l-s---fg- n-s---fg- a-s---fg- a-s---fg- u--------,h
n-s---na- n-s---mg- a-s---md- n-s---md- m-------- n-p---fn- v3ppip--- u--------,h
v3siie--- d-------- l-s---mn- n-s---mn- r-------- l-s---fa- n-s---fa- p-p---ng- r-------- u-------- d-------- n-s---fg- n-s---md- v--ane--- r-------- l-s---fa- p-s---mg- n-s---fa- v-sppemn- u-------- d-------- d-------- l-s---nd- n-s---nd- a-s---mn- v-sppamn- c-------- v--anm--- v-sppamn- r-------- n-s---mg- n-s---ma- u--------,h
n-s---ma- d-------- l-s---ma- n-s---mg- u-------- v-sppama- n-s---mg- d-------- n-s---ma- n-p---mg- c-------- n-s---ma- u-------- n-s---mn- l-s---mn- n-s---mg- v-sapmmn- v3siia--- u-------- v-sapmma- n-s---ma- n-s---md- d-------- u--------,h
n-p---mg- l-p---mg- n-p---mg- n-s---fn- n-p---mg- v-sapafn- v3saia--- r-------- n-s---fa- l-s---fa- a-s---fa- u--------,h
v3siia--- d-------- l-s---ma- n-s---ma- a-s---ma- n-p---mg- n-s---mn- l-s---mn- n-s---mg- l-s---mg- n-s---mg- u-------- p-s---mn- l-p---ma- n-p---ma- a-p---ma- l-s---na- d-------- a-s---na- v3saia--- d-------- d-------- v-pppama- n-p---ma- u--------,h
d-------- d-------- r-------- a-s---ng- v-sppemn- p-p---ma- u-------- n-p---ma- p-p---md- v3saia--- l-s---fa- n-s---fa- d-------- v--ana--- c-------- l-s---fa- n-s---fa- l-p---ng- n-p---ng- u--------,h
n-s---mg- d-------- v-sapmmg- u-------- d-------- d-------- v-pppamg- l-p---mg- n-p---mg- r-------- n-s---fa- c-------- d-------- p-s---na- v-pppamg- u-------- d-------- d-------- v3saia--- v--ana--- p-p---ma- p-s---na- u--------,h
v-papama- d-------- p-p---ma- a-p---fd- n-p---fd- l-s---mn- n-s---mn- u-------- v3siia--- d-------- u-------- c-------- v3saia--- u-------- n-s---fa- a-s---mn- u-------- d-------- d-------- v3saia--- n-s---fd- u--------,h
l-p---mn- d-------- p-p---na- r-------- n-s---mg- v-papamn- u-------- c-------- a-p---na- a-p---mg- p-p---mg- v-prpamn- u-------- v3paia--- l-p---mg- r-------- p-p---md- v-pppemg- n-p---mg- n-s---ma- v--ana--- u-------- v-papamn- c-------- p-s---ma- c-------- v3plia--- d-------- l-p---na- n-p---na- v--pna--- u-------- n-s---md- v--ana--- v-pppamn- c-------- n-s---fa- d-------- u-------- v-papamn- c-------- l-s---fa- a-s---fa- v--pne--- r-------- n-s---ma- l-s---ma- n-s---mg- r-------- n-p---fa- u--------,h
p-p---nn- d-------- v3saim--- u--------,h
d-------- d-------- n-s---mn- c-------- l-p---mn- v-pppamn- n-p---mn- l-p---ng- n-p---ng- a-p---ng- v3paim--- u-------- c-------- l-p---mn- n-p---mn- p-p---na- v-papamn- n-s---mg- n-p---mn- v3paim--- u--------,h
r-------- d-------- p-p---na- u-------- d-------- d-------- d-------- l-s---mn- n-p---ma- v3siia--- l-p---ma- n-p---ma- v-sppamd- n-s---md- u-------- n-s---mn- l-p---md- n-p---md- c-------- l-p---md- n-p---md- v3slia--- r-------- n-p---na- m-------- u-------- r-------- p-p---nd- d-------- d-------- l-p---mn- n-p---mn- l-p---ma- n-p---ma- v3piia--- u-------- d-------- c-------- l-p---mn- n-p---mn- l-p---ma- n-p---ma- u-------- r-------- c-------- d-------- n-s---fa- a-s---fa- v3paim--- u--------,h
v-pppamd- d-------- p-p---md- r-------- a-s---fg- l-s---ma- n-s---ma- l-s---nd- a-s---nd- n-s---nd- n-s---fg- v-sapmfg- v3saia--- c-------- l-s---fg- n-s---fg- v-srpafg- l-s---fa- n-s---fa- d-------- n-s---fa- v--anm--- u--------,h
l-s---fa- d-------- n-s---fa- a-s---fa- l-s---fg- n-s---fg- n-s---mn- l-s---mn- a-s---mn- l-p---md- n-p---md- v3saia--- v--fnm--- u-------- n-s---ma- v-sapmmn- n-s---ma- a-s---ma- r-------- p-s---md- d-------- d-------- v3saim--- l-s---fn- n-s---fn- u--------,h
l-p---mn- d-------- n-p---mn- d-------- c-------- l-p---mn- n-p---mn- c-------- v3paia--- n-s---fa- r-------- n-s---fg- v-sapmfa- u-------- l-s---fg- n-s---fg- d-------- v3paim--- c-------- d-------- p-s---na- v3paia--- d-------- a-p---mn- n-s---fa- p-p---md- v--anm--- u--------,h
l-p---mn- d-------- v-papamn- p-p---ma- v3piia--- p-p---mn- u-------- n-s---mn- d-------- l-s---mn- n-s---mn- c-------- n-s---mn- l-s---mn- a-s---mn- u--------,h
p-p---mn- p-p---md- d-------- l-s---na- n-s---na- l-p---mn- v-papamn- v--anm--- v3piia--- c-------- n-p---mg- n-s---fa- v3paia--- u--------,h
n-s---ma- d-------- v3paia--- v--ana--- l-s---fa- n-s---fa- n-s---fa- n-d---mn- l-s---md- n-s---mg- n-s---md- u--------,h
r-------- d-------- n-s---fg- a-s---fg- n-p---fn- a-p---fn- d-------- v3ppia--- v--pna--- u--------,h
n-p---na- d-------- v3spie--- a-p---nn- l-p---nn- n-p---nn- p-p---na- d-------- d-------- n-p---mn- u-------- c-------- r-------- p-p---nd- u-------- c-------- l-p---ma- n-p---ma- v3pase--- r-------- l-s---fa- n-s---fa- u-------- l-s---na- n-s---na- v3ppia--- p-p---mg- u--------,h
a-s---ma- d-------- d-------- l-s---ma- n-s---ma- n-s---mn- v-sppama- p-s---mg- n-s---ma- v-sapmmn- v3saia--- r-------- n-s---fa- p-s---fa- p-s---mn- r-------- l-p---md- d-------- n-p---md- v1sfia--- u--------,h
l-p---na- n-s---mn- v-sppemn- l-s---md- n-s---md- r-------- d-------- l-p---na- n-p---na- v3siia--- c-------- v3spse--- r-------- n-p---ma- u-------- c-------- d-------- d-------- v-sapmmg- n-s---mg- a-s---mg- u-------- v-sapamn- r-------- p-s---mg- l-s---ma- n-s---ma- v--pna--- u-------- v3siie--- r-------- l-s---fa- n-p---mg- n-s---fa- u--------,h
c-------- d-------- v3saim--- r-------- l-s---ma- n-s---fa- n-s---ma- l-s---mn- n-s---mn- u-------- l-s---na- d-------- u-------- c-------- d-------- p1s---mn- v1spia--- u-------- r-------- l-p---fa- v-pppafa- n-p---fa- v3saia--- l-s---ma- n-s---ma- u-------- c-------- c-------- l-s---mn- a-s---mn- n-s---mn- n-p---mg- u-------- n-s---mn- p-s---md- l-s---mn- a-s---mn- v3saia--- u--------,h
v-sppamg- d-------- n-s---mg- c-------- p-s---md- v3sfim--- l-s---ma- n-s---ma- l-s---mn- n-s---mn- u-------- d-------- d-------- d-------- v--pna--- d-------- a-s---ma- l-s---ma- n-s---ma- l-p---fa- n-p---fa- a-p---fa- u-------- v3spie--- v-sppama- l-s---ma- n-s---ma- r-------- l-s---nd- n-s---nd- v--ana--- p-s---md- l-s---ma- n-s---ma- r-------- a-s---fg- n-s---fg- v-sppama- l-s---mg- n-s---mg- d-------- r-------- a-s---fg- v--pna--- u-------- v--ana--- c-------- d-------- u--------,h
d-------- l-s---ng- n-s---ng- v-sapmma- n-s---fa- a-s---fa- v--pna--- u-------- v-sppama- a-p---na- u-------- c-------- d-------- l-s---na- n-s---na- v-srpena- r-------- n-s---mg- v3saoa--- u-------- p-s---fd- r-------- l-s---fa- n-s---fa- v-sapmmn- r-------- l-p---ng- a-p---ng- n-p---ng- u-------- c-------- d-------- v-sppemn- l-s---na- n-s---na- r-------- l-p---na- a-p---na- v3spoa--- u--------,h
d-------- c-------- d-------- v3saip--- a-p---na- l-s---mn- n-s---mn- u-------- a-s---fd- a-s---mn- v3saim--- u-------- l-p---mn- d-------- c-------- l-s---na- d-------- v3ppia--- d-------- l-s---na- a-s---na- n-s---na- v--anp--- u--------,h
d-------- p-s---na- d-------- d-------- v1spie--- u--------,h
d-------- d-------- d-------- v-pppemn- v3paia--- p-s---ma- u--------,h
n-s---mn- d-------- c-------- v-sapamn- r-------- l-s---md- n-s---md- v3saim--- l-s---fg- n-s---fg- r-------- l-s---fa- n-s---fa- v-sfpmfa- u-------- l-s---fn- d-------- n-s---fn- v3spia--- l-s---fg- n-s---fg- a-s---fg- l-s---nn- a-s---nns u-------- r-------- n-s---fa- n-s---fa- l-s---fa- r-------- a-s---md- n-s---md- d-------- d-------- v-srpefn- u-------- u-------- d-------- v3siie--- v-sppamn- l-p---mg- n-p---mg- l-p---ma- n-p---ma- u--------,h
d-------- v3saia--- d-------- l-p---mg- n-p---fg- l-s---fa- n-s---fa- c-------- v3saim--- u-------- v3saia--- c-------- l-p---fa- n-p---fa- p-s---fg- a-p---fa- u-------- a-p---ma- c-------- p-s---na- v-pppama- a-p---ma- a-p---ma- v3saia--- u--------,h
n-s---mn- d-------- v-sapamn- l-s---ma- p-s---mg- n-s---ma- c-------- v-sapamn- l-p---ma- d-------- v-pppama- a-p---ma- v3siie--- n-s---md- u--------,h
c-------- d-------- v--pna--- v--ana--- l-s---ma- n-s---ma- u-------- v-sapamn- n-p---ma- r-------- l-p---ma- n-p---ma- v3siie--- p-p---ma- r-------- n-s---mg- v--pna--- u--------,h
n-p---mn- d-------- d-------- d-------- v3piip--- u--------,h
n-s---mn- d-------- c-------- v3saim--- c-------- v3saim--- n-s---md- u-------- d-------- r-------- l-s---fd- n-s---fd- n-s---fd- v3piie--- r-------- l-s---na- a-s---na- p-p---mg- u--------,h
n-s---fg- d-------- a-s---fg- v-sapmfg- c-------- v-papamg- a-p---fg- a-p---fg- u-------- n-s---na- a-p---mn- v-papamn- v3paia--- n-s---fg- v-sapafg- u--------,h
d-------- l-p---nn- d-------- n-p---nn- a-p---nn- d-------- v3saie--- u--------,h
n-s---mn- d-------- v-sappmn- r-------- l-s---na- n-s---na- l-s---na- p-s---mg- n-s---na- u-------- v3siia--- d-------- p-s---md- l-s---mn- v-sapamn- n-s---mn- a-s---na- a-s---mnc c-------- l-s---mn- n-s---mg- u-------- u-------- p-s---na- v-sappmn- u-------- c-------- l-s---fd- a-s---fd- d-------- v3siie--- v-sppamn- l-s---mn- n-s---mn- u-------- v3saia--- r-------- l-p---fa- n-p---fa- r-------- n-s---md- v-sppamn- v-sapamn- d-------- n-p---ma- r-------- l-s---na- n-s---na- u-------- v3saim--- d-------- d-------- r-------- n-p---nd- v-sppama- n-s---fg- n-s---fa- a-s---na- c-------- d-------- r-------- n-p---ma- u-------- u-------- v-sapmmn- d-------- d-------- n-p---ma- u-------- d-------- d-------- r-------- p-p---ma- p-s---md- v3slie--- n-s---fn- u-------- v3siia--- c-------- l-s---ma- n-s---ma- a-s---ma- l-p---mg- n-p---mg- n-s---mn- u-------- u-------- v-sapamn- c-------- d-------- n-p---md- v--ana--- r-------- n-s---ma- a-s---ma- v-sapamn- d-------- d-------- p-p---ma- c-------- l-s---fa- p-s---mg- v-sapamn- n-s---fa- v3slip--- l-s---ma- n-s---ma- v-sapamn- u-------- r-------- l-s---nd- n-s---nd- v--pna--- r-------- l-p---ma- n-p---ma- u--------,h
d-------- l-s---mn- d-------- p-p---na- v-sppamn- u-------- c-------- v3saim--- r-------- l-p---fa- n-p---fa- u-------- v3siia--- n-p---ma- r-------- l-p---fa- n-p---fa- v-pfpama- r-------- a-s---ma- n-s---ma- v--pne--- r-------- n-p---fa- u--------,h
l-s---ma- d-------- v-sppama- c-------- v-sapmma- n-s---ma- n-p---md- u-------- p-s---mn- v3siia--- p-s---mg- a-s---mn- u-------- a-p---na- v-sapamn- v3saia--- a-p---na- v-sapamn- c-------- d-------- d-------- v-sapemn- d-------- d-------- n-s---mn- v2sasm--- r-------- n-p---fa- u--------,h
p-p---nd- v-sppemd- n-s---md- l-s---nn- n-s---nn- a-s---nn- n-p---mg- v3saip--- u--------,h
v-pappmg- d-------- p-p---mg- l-p---mn- n-p---mn- v-pppamn- l-p---fa- n-p---fa- v--pne--- v-pppamn- v3piia--- u--------,h
v-sapamd- d-------- p-s---na- n-s---md- u-------- c-------- d-------- v3siia--- v3saia--- n-s---nn- v--pna--- u--------,h
d-------- d-------- v3siia--- a-p---ma- r-------- l-p---mg- n-p---mg- n-p---mg- u--------,h
v-papmmd- d-------- x-p----d- a-p---md- c-------- v-papamd- r-------- n-p---mg- p-s---na- v3spia--- v--pna--- l-s---nn- n-s---nn- u-------- d-------- v3saim--- n-s---md- v--ana--- u--------,h
d-------- d-------- c-------- d-------- p-p---ma- v--ana--- r-------- l-p---fa- n-p---fa- v3saia--- l-s---mn- n-s---mn- u--------,h
n-p---mn- d-------- p-p---na- v3paia--- u-------- n-s---ma- a-s---ma- a-s---ma- v--pna--- n-s---md- r-------- l-s---fa- n-s---fa- u-------- v-sapmma- c-------- p-s---ma- v--fnm--- l-p---ma- a-p---ma- u-------- v-pppamn- n-s---ma- v--pna--- n-s---fg- n-s---ma- u-------- n-s---ma- c-------- a-s---ma- d-------- c-------- n-s---ma- u--------,h
n-p---mn- d-------- d-------- p-p---na- v3paim--- n-s---md- d-------- v-srpamd- u-------- p-s---na- d-------- v-prpamn- l-p---ng- v3siia--- r-------- n-p---fa- d-------- c-------- a-s---ma- n-s---ma- u--------,h
n-s---mn- d-------- d-------- v-sppamg- n-s---mg- r-------- l-s---fa- n-s---fa- l-s---fa- v-sapmfa- r-------- l-s---fd- n-s---fd- u-------- v-sapamn- c-------- v-sapamn- v3spoa--- n-s---mn- v--fna--- l-s---ma- n-s---ma- u-------- v-sppemn- v3spia--- n-s---na- p-s---md- v--pna--- v--pna--- c-------- v3spoe--- a-p---na- r-------- l-p---fa- n-p---fa- u-------- d-------- c-------- l-s---na- a-s---na- v--anp--- l-p---mg- n-p---mg- l-s---fa- n-s---fa- u--------,h
c-------- d-------- p-s---md- p-p---na- v3saia--- u-------- d-------- v3siia--- r-------- n-s---na- u--------,h
v-sapamn- d-------- l-s---ma- n-s---ma- r-------- l-s---fa- n-s---ma- p-s---mn- n-s---mn- n-s---md- v3slia--- u--------,h
d-------- n-s---mn- r-------- n-s---fa- a-s---fa- v-srpemn- u-------- c-------- p-s---md- r-------- n-s---fa- v3saia--- l-p---nn- n-p---nn- c-------- c-------- p-s---mn- v3siia--- u-------- d-------- l-p---ma- n-p---ma- v3siia--- r-------- n-s---fa- u--------,h
v3siia--- d-------- a-s---ma- l-s---ma- n-s---ma- n-s---nn- a-s---nn- r-------- l-s---fd- n-s---fd- d-------- a-s---nnc c-------- a-s---nnc l-s---mg- n-s---mg- u--------,h
l-s---fn- d-------- n-s---fn- p-p---mg- v3siia--- r-------- n-p---mg- u-------- n-p---na- c-------- v3piia--- a-p---na- u-------- c-------- p-p---mn- v3piia--- v--pne--- a-p---mn- u--------,h
r-------- l-s---na- n-s---na- d-------- v-papamg- a-s---na- p-s---nn- r-------- l-s---ng- n-s---ng- v3spia--- l-s---ng- a-s---mg- u-------- v-sppana- a-s---na- d-------- c-------- a-s---na- u-------- r-------- d-------- p-s---ng- n-p---mn- v-pppamn- d-------- a-p---mn- c-------- n-s---mn- v3ppia--- r-------- l-s---ma- a-s---ma- u-------- v-sfpmma- c-------- n-s---ma- u-------- p-s---mn- r-------- n-s---ng- a-s---fg- n-s---fg- n-s---fg- n-p---ng- v3spia--- r-------- n-s---fa- r-------- n-s---fa- n-s---fa- u-------- u-------- d-------- l-s---mn- n-s---nn- c-------- v3saia--- l-p---ma- n-p---ma- r-------- n-s---fa- v-pppema- u-------- v-sapamn- l-s---fa- n-s---ma- v3saia--- n-s---mg- v-sapmmg- n-s---mg- n-s---mg- p-s---na- u--------,h
a-p---fn- l-s---md- n-s---md- l-s---md- p-s---mg- v3piie--- a-p---fn- d-------- c-------- a-p---fn- n-p---fn- u-------- p-p---fa- a-p---fa- v-sapamn- c-------- v-sapamn- l-p---na- n-p---na- n-p---ma- r-------- p-p---fa- v3saia--- n-s---fa- n-s---fa- v-prpema- u-------- v-sapamn- d-------- p-p---ma- v3saia--- l-s---fg- a-s---fg- n-s---fg- v--pna--- r-------- l-s---fa- n-s---mg- n-s---ma- u-------- l-s---fd- d-------- n-s---md- v--pne--- l-s---ma- a-s---ma- n-s---ma- v3saia--- u-------- d-------- c-------- l-s---mg- a-s---mg- v3saia--- l-s---fa- a-s---fa- n-s---ma- u--------,h
c-------- d-------- l-p---mn- a-p---mn- v3plie--- u-------- v3saia--- l-p---mg- d-------- a-p---mg- n-p---mg- d-------- v-pppema- v--pna--- a-s---ma- l-s---ma- d-------- v-sppema- u-------- n-s---ma- c-------- a-s---ma- d-------- v--pna--- u-------- d-------- c-------- v-sppemn- v3sasm--- u--------,h
p-p---na- d-------- v3saia--- u-------- l-p---fa- c-------- n-p---fa- v3saia--- a-p---na- l-s---fg- n-s---fg- p-p---ng- r-------- u--------,h
n-s---fa- n-s---mn- v3spie--- u-------- c-------- d-------- v3spie--- d-------- l-s---fa- n-s---fa- p-s---mg- v-sppamn- c-------- l-s---fa- n-s---fa- v-sppemn- u--------,h
a-s---ng- d-------- d-------- p-s---ng- r-------- v3slie--- u-------- c-------- l-s---md- n-s---md- a-s---nn- v3spsa--- l-s---nn- a-s---nn- u-------- l-s---nd- d-------- p-s---na- d-------- v3siia--- v--fnm--- l-s---mn- n-s---mn- u--------,h
c-------- d-------- d-------- v3piia--- r-------- l-s---fa- n-s---fa- u-------- d-------- c-------- v3paim--- a-p---na- l-p---fg- n-p---fg- l-p---mn- n-p---mn- c-------- v3paia--- p-p---fa- u-------- d-------- v3piia--- u-------- v3slie--- c-------- l-s---md- n-s---md- l-s---fn- n-s---fn- u--------,h
d-------- d-------- l-p---mn- d-------- n-p---mn- l-s---na- d-------- a-p---mn- v3piia--- u-------- c-------- c-------- v3paia--- l-s---na- v-sppena- u-------- v-papamn- r-------- l-p---mg- n-p---mg- a-p---mn- l-p---md- n-p---md- v3piia--- u--------,h
n-s---md- d-------- v-papamg- a-p---mg- a-p---mg- v3paim--- l-p---mn- n-p---mn- u-------- v-pappmn- c-------- r-------- l-s---na- n-s---na- v3piie--- r-------- l-p---mg- n-p---mg- u--------,h
l-p---md- d-------- d-------- v3slia--- n-s---fn- u--------,h
n-s---mn- d-------- v-sppamn- p-s---md- n-s---ma- r-------- a-s---ma- v--fnm--- l-s---fa- n-s---fa- v3siia--- r-------- l-s---ng- n-s---ng- a-p---ma- n-p---ma- r-------- l-p---fa- n-p---fa- u--------,h
l-p---mn- d-------- d-------- a-p---mn- v3piie--- r-------- a-s---ma- n-s---ma- v-pppamn- v--pne--- r-------- n-p---fa- u-------- p-p---ma- c-------- v3siia--- l-s---fa- a-s---fa- v--pne--- v--pna--- d-------- v-sppemg- n-s---mg- u--------,h
r-------- d-------- d-------- d-------- l-p---fa- a-p---fa- v3siia--- n-p---fa- c-------- d-------- d-------- r-------- n-s---fa- u--------,h
l-p---md- d-------- d-------- a-p---md- l-p---md- n-p---md- r-------- a-s---ma- a-s---ma- l-s---ma- n-s---ma- v3slia--- n-s---fn- v-sppafn- r-------- n-p---ma- r-------- n-s---mg- v-sfpmmg- n-s---fg- u--------,h
l-p---fa- d-------- n-p---fa- p-p---fa- v-pppafa- l-s---fg- n-s---fg- n-s---fg- v-papmmn- v3paia--- l-p---mn- n-p---mn- u--------,h
v3siia--- d-------- d-------- l-s---fn- r-------- n-p---mg- l-s---fn- r-------- n-s---fa- n-p---mg- u-------- l-s---fn- d-------- r-------- l-s---fd- n-s---fd- n-s---fn- d-------- l-s---fn- a-s---fn- n-s---fn- c-------- l-p---fn- a-p---fn- l-p---fg- n-p---fg- u--------,h
v-papamg- d-------- n-p---mg- l-s---fd- a-s---fd- v-sppefd- u-------- d-------- v3paia--- r-------- n-p---ma- v-papamn- c-------- a-p---ma- a-p---mg- v--anm--- u-------- a-p---mn- c-------- d-------- v3pasa--- u-------- p-p---mg- v--pna--- l-s---ma- n-s---ma- u--------,h
l-s---na- d-------- n-s---na- l-s---mg- n-s---mg- v--pne--- a-s---na- r-------- l-s---fa- p-s---ng- c-------- v--pna--- v-pppemg- u-------- p-p---ng- r-------- c-------- d-------- v-pppang- l-p---ng- n-p---ng- v-pppamn- l-p---mn- a-p---mn- v-pppema- l-p---ma- a-p---ma- v3ppoa--- u--------,h
v-papmmn- p-p---na- v3piie--- u-------- a-p---mn- c-------- a-p---mg- v-pappmn- v3paia--- u--------,h
v-pppemg- d-------- p-p---mg- c-------- v-pppemg- a-p---mg- v3piie--- r-------- n-p---mg- a-p---fg- a-p---mn- u-------- n-p---mg- d-------- n-s---mn- d-------- c-------- n-s---mn- u-------- n-p---mg- c-------- n-s---mn- u--------,h
v3paip--- d-------- p-p---mn- n-s---fg- v-sapafg- u--------,h
l-p---mn- d-------- d-------- a-------- l-p---mg- n-p---mg- d-------- v-prpamn- v3piia--- r-------- l-s---na- n-s---na- u-------- l-s---mn- c-------- l-p---mg- n-p---mg- n-s---mn- v-sapamn- l-p---ma- n-p---mg- a-p---ma- c-------- v-sapamn- l-p---na- n-p---na- r-------- l-s---na- p-s---mg- n-s---na- r-------- l-s---fd- n-s---fd- v3siia--- p-s---ma- u--------,h
n-s---fd- d-------- a-s---fd- v3piia--- v-pppemn- a-p---mn- u--------,h
d-------- d-------- d-------- p-p---mn- a-p---mn- v3piia--- v-sppa--- u-------- v-pppamn- l-p---mn- d-------- c-------- p-p---mg- a-p---mn- v3pria--- u-------- l-p---mn- c-------- l-p---ma- d-------- v-pppamn- v-prpama- u-------- l-s---ma- c-------- a-s---ma- v-sapama- c-------- v-sapama- l-p---ma- p-p---mg- n-p---ma- u--------,h
n-s---na- d-------- r-------- l-s---fg- n-s---fg- v-papamn- v3piie--- u-------- v-papamg- c-------- d-------- a-p---mg- a-p---mg- v3piia--- n-p---mn- u--------,h
n-p---mn- d-------- d-------- r-------- a-s---mg- l-s---mg- n-s---mg- v-papmmn- l-p---fa- n-p---fa- u-------- a-s---na- a-s---na- v-pppamn- u-------- v3paim--- n-s---ma- d-------- c-------- n-s---fa- d-------- a-s---na- v--fna--- n-s---fa- n-p---mg- p-s---ma- u-------- c-------- l-p---fa- n-p---fa- p-p---fd- v--fna--- u-------- c-------- n-p---fa- v3pasa--- u--------,h
n-p---mn- d-------- l-p---na- a-p---na- p-p---ng- v3paim--- n-s---ma- u--------,h
d-------- d-------- v-pppamn- r-------- p-s---ng- r-------- p-s---ng- v--pna--- u--------,h
l-s---ma- d-------- n-s---ma- v3ppia--- l-s---ma- v-sappma- l-p---mg- a-p---mg- n-s---ma- u-------- v-sppema- v--pna--- r-------- n-s---fa- l-p---mg- p-s---md- n-p---mg- v-prpemg- u-------- d-------- p3s---ma- r-------- l-p---fd- n-p---fd- v--anm--- a-s---ma- u--------,h
a-p---ng- d-------- l-p---md- n-p---md- v-prpang- n-p---ng- v3siia--- l-s---mn- a-s---mn- n-s---mn- v-sppemn- n-s---md- v--pna--- v-sppemd- u--------,h
